Age,Gender,Education_Level,Job_Title,Years_of_Experience,Experience_categories,Salary
35,Female,PhD,Senior Product Marketing Manager,9,Mid-Level,95000
23,Male,Bachelors,Sales Representative,1,Fresher,35000
42,Female,Masters,Digital Marketing Manager,14,Senior,140000
26,Male,High School,Sales Manager,2,Intermediate,40000
32,Female,Bachelors,Director of Marketing,8,Mid-Level,80000
27,Male,PhD,Marketing Manager,4,Intermediate,55000
50,Female,Masters,Content Marketing Manager,19,Senior,190000
36,Male,Bachelors,Sales Director,6,Mid-Level,75000
48,Female,PhD,Senior Product Marketing Manager,17,Senior,170000
31,Male,High School,Sales Associate,3,Intermediate,50000
29,Female,Bachelors,Financial Manager,4,Intermediate,55000
45,Male,Masters,Marketing Manager,13,Senior,130000
25,Female,High School,Sales Executive,1,Fresher,35000
41,Male,Bachelors,Content Marketing Manager,12,Senior,120000
35,Female,PhD,Senior Product Marketing Manager,9,Mid-Level,95000
23,Male,Bachelors,Sales Representative,1,Fresher,35000
42,Female,Masters,Digital Marketing Manager,14,Senior,140000
26,Male,High School,Sales Manager,2,Intermediate,40000
32,Female,Bachelors,Director of Marketing,8,Mid-Level,80000
27,Male,PhD,Marketing Manager,4,Intermediate,55000
50,Female,Masters,Content Marketing Manager,19,Senior,190000
36,Male,Bachelors,Sales Director,6,Mid-Level,75000
48,Female,PhD,Senior Product Marketing Manager,17,Senior,170000
31,Male,High School,Sales Associate,3,Intermediate,50000
29,Female,Bachelors,Financial Manager,4,Intermediate,55000
45,Male,Masters,Marketing Manager,13,Senior,130000
25,Female,High School,Sales Executive,1,Fresher,35000
41,Male,Bachelors,Content Marketing Manager,12,Senior,120000
35,Female,PhD,Senior Product Marketing Manager,9,Mid-Level,95000
23,Male,Bachelors,Sales Representative,1,Fresher,35000
42,Female,Masters,Digital Marketing Manager,14,Senior,140000
26,Male,High School,Sales Manager,2,Intermediate,40000
32,Female,Bachelors,Director of Marketing,8,Mid-Level,80000
27,Male,PhD,Marketing Manager,4,Intermediate,55000
50,Female,Masters,Content Marketing Manager,19,Senior,190000
36,Male,Bachelors,Sales Director,6,Mid-Level,75000
48,Female,PhD,Senior Product Marketing Manager,17,Senior,170000
31,Male,High School,Sales Associate,3,Intermediate,50000
29,Female,Bachelors,Financial Manager,4,Intermediate,55000
45,Male,Masters,Marketing Manager,13,Senior,130000
25,Female,High School,Sales Executive,1,Fresher,35000
41,Male,Bachelors,Content Marketing Manager,12,Senior,120000
35,Female,PhD,Senior Product Marketing Manager,9,Mid-Level,95000
23,Male,Bachelors,Sales Representative,1,Fresher,35000
42,Female,Masters,Digital Marketing Manager,14,Senior,140000
26,Male,High School,Sales Manager,2,Intermediate,40000
32,Female,Bachelors,Director of Marketing,8,Mid-Level,80000
27,Male,PhD,Marketing Manager,4,Intermediate,55000
50,Female,Masters,Content Marketing Manager,19,Senior,190000
36,Male,Bachelors,Sales Director,6,Mid-Level,
37,Male,Masters,Marketing Manager,11,Senior,110000
26,Female,Bachelors,Sales Representative,2,Intermediate,40000
42,Male,PhD,Content Marketing Manager,15,Senior,150000
33,Female,High School,Sales Executive,4,Intermediate,55000
29,Male,Bachelors,Sales Manager,5,Intermediate,70000
45,Female,Masters,Director of Marketing,16,Senior,160000
24,Male,High School,Sales Associate,1,Fresher,35000
39,Female,Bachelors,Financial Manager,10,Mid-Level,100000
31,Male,PhD,Senior Product Marketing Manager,7,Mid-Level,90000
27,Female,Masters,Digital Marketing Manager,3,Intermediate,50000
43,Male,Bachelors,Content Marketing Manager,14,Senior,140000
28,Female,High School,Sales Representative,2,Intermediate,40000
50,Male,PhD,Marketing Manager,18,Senior,180000
35,Female,Bachelors,Sales Executive,7,Mid-Level,90000
23,Male,Bachelors,Sales Manager,1,Fresher,35000
41,Female,Masters,Director of Marketing,12,Senior,120000
26,Male,High School,Financial Manager,3,Intermediate,45000
32,Female,Bachelors,Sales Director,8,Mid-Level,80000
27,Male,PhD,Marketing Manager,4,Intermediate,55000
50,Female,Masters,Content Marketing Manager,18,Senior,180000
36,Male,Bachelors,Sales Representative,6,Mid-Level,75000
48,Female,PhD,Senior Product Marketing Manager,19,Senior,190000
31,Male,High School,Junior Sales Representative,3,Intermediate,40000
29,Female,Bachelors,Sales Director,5,Intermediate,70000
45,Male,Masters,Director of Marketing,15,Senior,150000
25,Female,High School,Sales Associate,1,Fresher,35000
41,Male,Bachelors,Financial Manager,12,Senior,120000
35,Female,PhD,Marketing Manager,8,Mid-Level,80000
23,Male,Bachelors,Sales Executive,1,Fresher,35000
42,Female,Masters,Sales Manager,13,Senior,130000
26,Male,High School,Digital Marketing Manager,2,Intermediate,40000
32,Female,Bachelors,Content Marketing Manager,7,Mid-Level,90000
27,Male,PhD,Sales Representative,4,Intermediate,55000
50,Female,Masters,Senior Product Marketing Manager,18,Senior,180000
36,Male,Bachelors,Junior Sales Representative,3,Intermediate,45000
48,Female,PhD,Director of Marketing,19,Senior,190000
31,Male,High School,Sales Associate,3,Intermediate,50000
29,Female,Bachelors,Financial Manager,4,Intermediate,55000
45,Male,Masters,Marketing Manager,13,Senior,130000
25,Female,High School,Sales Executive,1,Fresher,35000
41,Male,Bachelors,Content Marketing Manager,12,Senior,120000
35,Female,PhD,Senior Product Marketing Manager,9,Mid-Level,95000
23,Male,Bachelors,Sales Representative,1,Fresher,35000
42,Female,Masters,Digital Marketing Manager,14,Senior,140000
26,Male,High School,Sales Manager,2,Intermediate,40000
32,Female,Bachelors,Director of Marketing,8,Mid-Level,80000
27,Male,PhD,Marketing Manager,4,Intermediate,55000
50,Female,Masters,Content Marketing Manager,19,Senior,190000
36,Male,Bachelors,Sales Director,6,Mid-Level,75000
48,Female,PhD,Senior Product Marketing Manager,17,Senior,170000
31,Male,High School,Sales Associate,3,Intermediate,50000
29,Female,Bachelors,Financial Manager,4,Intermediate,55000
45,Male,Masters,Marketing Manager,13,Senior,130000
25,Female,High School,Sales Executive,1,Fresher,35000
41,Male,Bachelors,Content Marketing Manager,12,Senior,120000
35,Female,PhD,Senior Product Marketing Manager,9,Mid-Level,95000
23,Male,Bachelors,Sales Representative,1,Fresher,35000
42,Female,Masters,Digital Marketing Manager,14,Senior,140000
26,Male,High School,Sales Manager,2,Intermediate,40000
32,Female,Bachelors,Director of Marketing,8,Mid-Level,80000
27,Male,PhD,Marketing Manager,4,Intermediate,55000
50,Female,Masters,Content Marketing Manager,19,Senior,190000
36,Male,Bachelors,Sales Director,6,Mid-Level,75000
48,Female,PhD,Senior Product Marketing Manager,17,Senior,170000
31,Male,High School,Sales Associate,3,Intermediate,50000
29,Female,Bachelors,Financial Manager,4,Intermediate,55000
45,Male,Masters,Marketing Manager,13,Senior,130000
25,Female,High School,Sales Executive,1,Fresher,35000
41,Male,Bachelors,Content Marketing Manager,12,Senior,120000
35,Female,PhD,Senior Product Marketing Manager,9,Mid-Level,95000
23,Male,Bachelors,Sales Representative,1,Fresher,35000
42,Female,Masters,Digital Marketing Manager,14,Senior,140000
26,Male,High School,Sales Manager,2,Intermediate,40000
32,Female,Bachelors,Director of Marketing,8,Mid-Level,80000
27,Male,PhD,Marketing Manager,4,Intermediate,55000
50,Female,Masters,Content Marketing Manager,19,Senior,190000
36,Male,Bachelors,Sales Director,6,Mid-Level,75000
48,Female,PhD,Senior Product Marketing Manager,17,Senior,170000
31,Male,High School,Sales Associate,3,Intermediate,50000
29,Female,Bachelors,Financial Manager,4,Intermediate,55000
45,Male,Masters,Marketing Manager,13,Senior,130000
25,Female,High School,Sales Executive,1,Fresher,35000
41,Male,Bachelors,Content Marketing Manager,12,Senior,120000
35,Female,PhD,Senior Product Marketing Manager,9,Mid-Level,95000
23,Male,Bachelors,Sales Representative,1,Fresher,35000
42,Female,Masters,Digital Marketing Manager,14,Senior,140000
26,Male,High School,Sales Manager,2,Intermediate,40000
32,Female,Bachelors,Director of Marketing,8,Mid-Level,80000
27,Male,PhD,Marketing Manager,4,Intermediate,55000
50,Female,Masters,Content Marketing Manager,19,Senior,190000
36,Male,Bachelors,Sales Director,6,Mid-Level,75000
48,Female,PhD,Senior Product Marketing Manager,17,Senior,170000
31,Male,High School,Sales Associate,3,Intermediate,50000
29,Female,Bachelors,Financial Manager,4,Intermediate,55000
45,Male,Masters,Marketing Manager,13,Senior,130000
25,Female,High School,Sales Executive,1,Fresher,35000
41,Male,Bachelors,Content Marketing Manager,12,Senior,120000
35,Female,PhD,Senior Product Marketing Manager,9,Mid-Level,95000
23,Male,Bachelors,Sales Representative,1,Fresher,35000
42,Female,Masters,Digital Marketing Manager,14,Senior,140000
26,Male,High School,Sales Manager,2,Intermediate,40000
32,Female,Bachelors,Director of Marketing,8,Mid-Level,80000
27,Male,PhD,Marketing Manager,4,Intermediate,55000
50,Female,Masters,Content Marketing Manager,19,Senior,190000
36,Male,Bachelors,Sales Director,6,Mid-Level,75000
48,Female,PhD,Senior Product Marketing Manager,17,Senior,170000
31,Male,High School,Sales Associate,3,Intermediate,50000
29,Female,Bachelors,Financial Manager,4,Intermediate,55000
45,Male,Masters,Marketing Manager,13,Senior,130000
25,Female,High School,Sales Executive,1,Fresher,35000
41,Male,Bachelors,Content Marketing Manager,12,Senior,120000
35,Female,PhD,Senior Product Marketing Manager,9,Mid-Level,95000
23,Male,Bachelors,Sales Representative,1,Fresher,35000
42,Female,Masters,Digital Marketing Manager,14,Senior,140000
26,Male,High School,Sales Manager,2,Intermediate,40000
32,Female,Bachelors,Director of Marketing,8,Mid-Level,80000
27,Male,PhD,Marketing Manager,4,Intermediate,55000
50,Female,Masters,Content Marketing Manager,19,Senior,190000
36,Male,Bachelors,Sales Director,6,Mid-Level,75000
48,Female,PhD,Senior Product Marketing Manager,17,Senior,170000
31,Male,High School,Sales Associate,3,Intermediate,50000
29,Female,Bachelors,Financial Manager,4,Intermediate,55000
45,Male,Masters,Marketing Manager,13,Senior,130000
25,Female,High School,Sales Executive,1,Fresher,35000
38,Male,Masters,Marketing Manager,12,Senior,120000
27,Female,Bachelors,Sales Representative,3,Intermediate,45000
43,Male,PhD,Content Marketing Manager,16,Senior,160000
34,Female,High School,Sales Executive,5,Intermediate,70000
30,Male,Bachelors,Sales Manager,6,Mid-Level,75000
46,Female,Masters,Director of Marketing,17,Senior,170000
25,Male,High School,Sales Associate,1,Fresher,35000
40,Female,Bachelors,Financial Manager,11,Senior,110000
32,Male,PhD,Senior Product Marketing Manager,8,Mid-Level,80000
28,Female,Masters,Digital Marketing Manager,4,Intermediate,55000
44,Male,Bachelors,Content Marketing Manager,15,Senior,150000
29,Female,High School,Sales Representative,2,Intermediate,40000
51,Male,PhD,Marketing Manager,19,Senior,190000
36,Female,Bachelors,Sales Executive,8,Mid-Level,80000
24,Male,Bachelors,Sales Manager,1,Fresher,35000
42,Female,Masters,Director of Marketing,13,Senior,130000
27,Male,High School,Financial Manager,3,Intermediate,45000
33,Female,Bachelors,Sales Director,7,Mid-Level,90000
28,Male,PhD,Marketing Manager,4,Intermediate,55000
51,Female,Masters,Content Marketing Manager,19,Senior,190000
37,Male,Bachelors,Sales Representative,7,Mid-Level,90000
49,Female,PhD,Senior Product Marketing Manager,20,Senior,200000
32,Male,High School,Junior Sales Representative,3,Intermediate,40000
30,Female,Bachelors,Sales Director,5,Intermediate,70000
46,Male,Masters,Director of Marketing,16,Senior,160000
26,Female,High School,Sales Associate,1,Fresher,35000
42,Male,Bachelors,Financial Manager,13,Senior,130000
36,Female,PhD,Marketing Manager,9,Mid-Level,95000
24,Male,Bachelors,Sales Executive,1,Fresher,35000
43,Female,Masters,Sales Manager,14,Senior,140000
27,Male,High School,Digital Marketing Manager,2,Intermediate,40000
33,Female,Bachelors,Content Marketing Manager,7,Mid-Level,90000
28,Male,PhD,Sales Representative,4,Intermediate,55000
51,Female,Masters,Senior Product Marketing Manager,19,Senior,190000
37,Male,Bachelors,Junior Sales Representative,6,Mid-Level,75000
49,Female,PhD,Director of Marketing,20,Senior,200000
32,Male,High School,Sales Associate,3,Intermediate,50000
30,Female,Bachelors,Financial Manager,4,Intermediate,55000
46,Male,Masters,Marketing Manager,14,Senior,140000
26,Female,High School,Sales Executive,1,Fresher,35000
42,Male,Bachelors,Content Marketing Manager,13,Senior,130000
36,Female,PhD,Senior Product Marketing Manager,10,Mid-Level,100000
24,Male,Bachelors,Sales Representative,1,Fresher,35000
43,Female,Masters,Digital Marketing Manager,15,Senior,150000
27,Male,High School,Sales Manager,2,Intermediate,40000
33,Female,Bachelors,Director of Marketing,8,Mid-Level,80000
28,Male,PhD,Marketing Manager,4,Intermediate,55000
51,Female,Masters,Content Marketing Manager,19,Senior,190000
37,Male,Bachelors,Sales Director,7,Mid-Level,90000
49,Female,PhD,Senior Product Marketing Manager,20,Senior,200000
32,Male,High School,Junior Sales Representative,3,Intermediate,40000
30,Female,Bachelors,Sales Manager,5,Intermediate,70000
46,Male,Masters,Director of Marketing,16,Senior,160000
26,Female,High School,Sales Associate,1,Fresher,35000
42,Male,Bachelors,Financial Manager,13,Senior,130000
36,Female,PhD,Marketing Manager,9,Mid-Level,95000
24,Male,Bachelors,Sales Executive,1,Fresher,35000
43,Female,Masters,Sales Manager,14,Senior,140000
27,Male,High School,Digital Marketing Manager,2,Intermediate,40000
33,Female,Bachelors,Content Marketing Manager,7,Mid-Level,90000
28,Male,PhD,Sales Representative,4,Intermediate,55000
51,Female,Masters,Senior Product Marketing Manager,19,Senior,190000
37,Male,Bachelors,Junior Sales Representative,6,Mid-Level,75000
49,Female,PhD,Director of Marketing,20,Senior,200000
32,Male,High School,Sales Associate,3,Intermediate,50000
30,Female,Bachelors,Financial Manager,4,Intermediate,55000
46,Male,Masters,Marketing Manager,14,Senior,140000
26,Female,High School,Sales Executive,1,Fresher,35000
42,Male,Bachelors,Content Marketing Manager,13,Senior,130000
36,Female,PhD,Senior Product Marketing Manager,10,Mid-Level,100000
24,Male,Bachelors,Sales Representative,1,Fresher,35000
43,Female,Masters,Digital Marketing Manager,15,Senior,150000
27,Male,High School,Sales Manager,2,Intermediate,40000
33,Female,Bachelors,Director of Marketing,8,Mid-Level,80000
28,Male,PhD,Marketing Manager,4,Intermediate,55000
51,Female,Masters,Content Marketing Manager,19,Senior,190000
37,Male,Bachelors,Sales Director,7,Mid-Level,90000
49,Female,PhD,Senior Product Marketing Manager,20,Senior,200000
32,Male,High School,Junior Sales Representative,3,Intermediate,40000
30,Female,Bachelors,Sales Manager,5,Intermediate,70000
46,Male,Masters,Director of Marketing,16,Senior,160000
26,Female,High School,Sales Associate,1,Fresher,35000
42,Male,Bachelors,Financial Manager,13,Senior,130000
36,Female,PhD,Marketing Manager,9,Mid-Level,95000
24,Male,Bachelors,Sales Executive,1,Fresher,35000
43,Female,Masters,Sales Manager,14,Senior,140000
27,Male,High School,Digital Marketing Manager,2,Intermediate,40000
33,Female,Bachelors,Content Marketing Manager,7,Mid-Level,90000
28,Male,PhD,Sales Representative,4,Intermediate,55000
51,Female,Masters,Senior Product Marketing Manager,19,Senior,190000
37,Male,Bachelors,Junior Sales Representative,6,Mid-Level,75000
49,Female,PhD,Director of Marketing,20,Senior,200000
32,Male,High School,Sales Associate,3,Intermediate,50000
30,Female,Bachelors,Financial Manager,4,Intermediate,55000
46,Male,Masters,Marketing Manager,14,Senior,140000
26,Female,High School,Sales Executive,1,Fresher,35000
42,Male,Bachelors,Content Marketing Manager,13,Senior,130000
36,Female,PhD,Senior Product Marketing Manager,10,Mid-Level,100000
24,Male,Bachelors,Sales Representative,1,Fresher,35000
43,Female,Masters,Digital Marketing Manager,15,Senior,150000
27,Male,High School,Sales Manager,2,Intermediate,40000
33,Female,Bachelors,Director of Marketing,8,Mid-Level,80000
28,Male,PhD,Marketing Manager,4,Intermediate,55000
51,Female,Masters,Content Marketing Manager,19,Senior,190000
37,Male,Bachelors,Sales Director,7,Mid-Level,90000
49,Female,PhD,Senior Product Marketing Manager,20,Senior,200000
32,Male,High School,Junior Sales Representative,3,Intermediate,40000
30,Female,Bachelors,Sales Manager,5,Intermediate,70000
46,Male,Masters,Director of Marketing,16,Senior,160000
26,Female,High School,Sales Associate,1,Fresher,35000
42,Male,Bachelors,Financial Manager,13,Senior,130000
36,Female,PhD,Marketing Manager,9,Mid-Level,95000
24,Male,Bachelors,Sales Executive,1,Fresher,35000
43,Female,Masters,Sales Manager,14,Senior,140000
27,Male,High School,Digital Marketing Manager,2,Intermediate,40000
33,Female,Bachelors,Content Marketing Manager,7,Mid-Level,90000
28,Male,PhD,Sales Representative,4,Intermediate,55000
51,Female,Masters,Senior Product Marketing Manager,19,Senior,190000
37,Male,Bachelors,Junior Sales Representative,6,Mid-Level,75000
